texto,classe
Justiça determina que Loggi reconheça vínculo trabalhista com motoboys,fato
Panificação artesanal conquista o paladar do brasileiro e se torna um bom negócio,fato
"Consignado CLT: trabalhadores fazem 29,3 milhões de simulações em dois dias de novo programa",fato
Receita Federal alerta para tentativa de golpe com falsa cobrança de taxa sobre o PIX,fato
Como funciona o Auxílio Caminhoneiro?,fato
Faça e aconteça,fato
Prazo para envio da declaração anual do MEI termina neste domingo,fato
Acaba domingo o prazo para MEI entregar declaração anual simplificada,fato
Governo avalia aumento de contratação pelo MEI com o fim da 6x1,fato
Termina domingo prazo para declaração anual do MEI; confira regras,fato
App MEI,fato
Ministro diz que governo pode criar medidas para microempreendedores,fato
Corpus Christi é feriado ou ponto facultativo? Entenda regras,fato
Rick Azevedo acredita que vitória contra 6x1 permitirá mais avanços,fato
Trabalhadores planejam mais tempo com a família com fim da 6x1,fato
Fim da jornada 6x1 opõe trabalhadores e empresários,fato
"Demanda por trabalhadores mantém mercado resiliente, avalia IBGE",fato
Desenrola para empresas já soma R$ 8 bilhões em contratações,fato
Prazo para declaração anual do MEI termina em 31 de maio,fato
"É autônomo, MEI ou CNPJ? Veja como declarar o Imposto de Renda",fato
Amazonas recebe feirão para Microempreendedor individual até dia 29,fato
Pesquisa: 84% das empresas abertas no estado do Rio de Janeiro são MEI,fato
MEIs têm até 31 de janeiro para regularizar pendências fiscais,fato
"Cerca de 8 milhões de empresas poderão usar o Desenrola, diz ministro",fato
"Quase 70% das empresas ativas no país são MEI, divulga ministério",fato
Receita alerta microempreendedor sobre erro na declaração anual,fato
Contribuição do MEI tem novo valor com alta do salário mínimo em 2024,fato
Câmara aprova aumento do limite de faturamento para Simples Nacional,fato
"Saiba como declarar ganhos como autônomo, MEI e CNPJ no IR 2026",fato
Microempreendedor fica dispensado de obter alvará de funcionamento,fato
"Ministros participam de lançamento do Cartão MEI, em Brasília",fato
Previdência: contribuição mensal do MEI terá reajuste em fevereiro,fato
MEI tem até 31 de maio para entregar declaração do Simples Nacional,fato
Desenrola Pequenos Negócios renegocia dívidas de 120 mil empresas,fato
eSocial começa a receber dados de microempreendedores individuais,fato
Microempreendedores individuais têm até dia 31 para optar pelo Simples,fato
MEI pode regularizar atraso na declaração ao Simples Nacional,fato
"Desenrola para empresas deve sair neste trimestre, diz Márcio França",fato
"Como declarar ganhos como autônomo, MEI e CNPJ no Imposto de Renda?",fato
Plataforma conecta MEI e prefeituras para contratação de serviços,fato
Banco do Brasil lança cartão exclusivo para microempreendedores,fato
"Como declarar ganhos como autônomo, MEI e CNPJ no Imposto de Renda? | Radioagência Nacional",fato
"Entenda o Programa Acredita, que pretende ampliar acesso ao crédito",fato
"Contribuição dos microempreendedores sobe de R$ 65,10 para R$ 66",fato
Ambulantes que se formalizaram como MEI crescem 45% em 2 anos,fato
Caixa e Sebrae oferecem crédito ao pequeno empresário,fato
"Governo propõe elevação de limite anual do MEI para R$ 144,9 mil",fato
Motoristas de aplicativos podem se cadastrar como microempreendedores,fato
Simples Nacional revoga exclusão de 14 profissões de lista do MEI,fato
Câmara aprova criação de MEI Caminhoneiro,fato
Mais de 60% de desligados que viraram MEI agiram por necessidade,fato
MEIs podem regularizar impostos em atraso até o dia 31,fato
Imigrantes se cadastrarão como MEI com regras simplificadas,fato
MEI poderá emitir nota fiscal de serviço no Portal do Simples Nacional,fato
Microempresas e MEI poderão acessar programa de crédito garantido,fato
Desenrola para MEI e micro e pequenas empresas começa nesta segunda,fato
"Caixa lança serviços digitais para MEI, com crédito de até R$ 10 mil",fato
Micro e pequenas empresas têm até segunda para aderir ao Simples,fato
Sebrae: pequenos negócios têm maior taxa de mortalidade,fato
Pesquisa mostra otimismo de microempreendedores individuais com 2025,fato
"Mais de 1,5 mil motoristas de aplicativos já são microempreendedores",fato
Agência Brasil explica: declaração de Imposto de Renda para MEI,fato
MEI tem até 30 de setembro pra cadastrar Domicílio Judicial Eletrônico,fato
Contrata+Brasil tem adesão de 187 instituições públicas,fato
Cresce número de ambulantes registrados como MEI em 2025,fato
"Contribuição do MEI subirá para R$ 65,10 em fevereiro",fato
Senado aprova projeto que aumenta limite de receita do MEI,fato
Pequenos negócios têm até dia 30 para renegociar dívidas com a União,fato
"Entenda as diferenças entre trabalhador informal, MEI, autônomo e CLT",fato
Prazo para aderir ao Simples Nacional termina em 31 de janeiro,fato
"Contribuição mensal do MEI sobe para R$ 81,05 em 2026",fato
Empresas e MEI têm até dia 31 para regularizar dívidas com Simples,fato
Prazo de adesão ao Desenrola Pequenos Negócios acaba nesta terça,fato
Veja como será o pagamento da 2ª parcela do auxílio emergencial,fato
MEIs têm novas regras para emissão de notas fiscais,fato
Prazo para aderir ao Simples Nacional termina neste sábado,fato
"Programa leva 2,5 milhões de inscritos no CadÚnico a se tornarem MEI",fato
Sebrae: microempreendedores individuais estão otimistas para 2026,fato
Caixa lança pacote digital para microempreendedores individuais | Radioagência Nacional,fato
Bolsonaro pede revogação de medida que excluiu atividades de MEI,fato
MEI,fato
Dispensa de alvará para microempreendedor entra em vigor em setembro,fato
"Brasil registra recorde com 4,6 milhões de pequenos negócios em 2025",fato
microempreendedor individual,fato
Motoristas autônomos têm 40% de desconto no IR; prazo vai até quarta,fato
MEI tem até esta sexta-feira prazo para entregar declaração anual,fato
Empresas e MEI podem regularizar dívidas com Simples Nacional até hoje,fato
Pequenos negócios podem renegociar dívidas com a União até esta sexta,fato
Manual reúne informações para microempreendedor individual,fato
Empresas têm até hoje para optar pelo Simples Nacional,fato
Microempreendedor individual tem até fim do mês para pagar dívidas,fato
MEIs podem contar com atendimento gratuito para regularizar dívidas,fato
Microempreendedores têm até dia 31/1 para regularizar Simples Nacional,fato
Como declarar imposto de ganhos como motorista de aplicativo?,fato
Microempreendedores individuais têm até hoje para regularizar débitos,fato
Haddad desmente fake news sobre aumento de contribuição do MEI,fato
É preciso declarar ganhos como MEI no Imposto de Renda?,fato
MEI: novas regras para emissão de notas fiscais entram em vigor | Radioagência Nacional,fato
Reforma tributária muda receita bruta de motoristas de aplicativo,fato
Pequenos negócios geram renda de R$ 420 bilhões por ano,fato
Câmara aprova programa para dívidas de micro e pequenas empresas,fato
Abertura de pequenos negócios bate recorde em 2026,fato
Mais de 620 mil micro e pequenas empresas foram abertas em 2020,fato
Pix Automático torna-se obrigatório a partir desta segunda,fato
Federação de domésticas reivindica mesmos direitos para diaristas,fato
Fale Conosco - Simples Nacional e Microempreendedor Individual (MEI) — Receita Federal,fato
Orientações para Regularização de Pendências - Simples Nacional — Receita Federal,fato
Orientações sobre o Termo de Intimação por Omissão na Entrega de Declarações — Receita Federal,fato
DTE - Simples Nacional e MEI,fato
Atendimento Online — Receita Federal,fato
e-CAC — Receita Federal,fato
Inaptidão da inscrição no CNPJ em decorrência de omissão — Receita Federal,fato
Quem é MEI está obrigado? — Receita Federal,fato
Atendimento presencial — Receita Federal,fato
Pagar impostos — Receita Federal,fato
Meu Imposto de Renda — Receita Federal,fato
Declaração Retificadora — Receita Federal,fato
Canais de Atendimento — Receita Federal,fato
Código Fiscal de Operações e de Prestações — Receita Federal,fato
DCTFWeb - Declaração de Débitos e Créditos Tributários Federais — Receita Federal,fato
Fale Conosco — Receita Federal,fato
CEP inválido (E15) — Receita Federal,fato
Manual de Habilitação no Siscomex — Receita Federal,fato
Sief Cobrança - Intimações — Receita Federal,fato
Rendimentos do Trabalho — Receita Federal,fato
Programas Geradores de Declaração (PGD) — Receita Federal,fato
NCM — Receita Federal,fato
Manual de preenchimento da declaração online — Receita Federal,fato
Notícias — Receita Federal,fato
Termina hoje (29) o prazo para enviar a Declaração do Imposto de Renda — Receita Federal,fato
Consultar restituição ou compensação,fato
Despesas dedutíveis — Receita Federal,fato
Classificação Nacional de Atividades Econômicas – CNAE — Receita Federal,fato
Processos — Receita Federal,fato
Fale Conosco - Cadastro Nacional da Pessoa Jurídica (CNPJ) — Receita Federal,fato
Regularização de Impostos — Receita Federal,fato
Tributação de 2026 — Receita Federal,fato
Como regularizar minha obra — Receita Federal,fato
CNPJ Alfanumérico — Receita Federal,fato
NFS-e de padrão nacional será obrigatória para optantes do Simples Nacional — Receita Federal,fato
Como acessar — Receita Federal,fato
ECF — Receita Federal,fato
Pessoas — Receita Federal,fato
CNPJ terá letras e números a partir de julho de 2026 — Receita Federal,fato
Manual do Carnê-Leão — Receita Federal,fato
Atendimento por E-mail — Receita Federal,fato
Baixa de Inscrição de Estabelecimento Matriz — Receita Federal,fato
Isenção para compra de carro — Receita Federal,fato
Residente e Não Residente — Receita Federal,fato
Deduções — Receita Federal,fato
Perguntas e Respostas IRPF 2024 — Receita Federal,fato
Endereço divergente (C18) — Receita Federal,fato
Meu CPF — Receita Federal,fato
Download do Programa de Imposto de Renda — Receita Federal,fato
Sintonia — Receita Federal,fato
Privacidade e Proteção de Dados — Receita Federal,fato
Pagamento — Receita Federal,fato
Consultar dívidas e pendências — Receita Federal,fato
"Na consulta consta que minha restituição foi liberada, mas não caiu na minha conta. Qual o problema?",fato
DAI - Declaração Anual de Isento — Receita Federal,fato
Defesas e Recursos — Receita Federal,fato
Isenção para portadores de moléstia grave — Receita Federal,fato
EFD-Contribuições — Receita Federal,fato
Parcelamento Simplificado Não Previdenciário — Receita Federal,fato
Emitir certidão — Receita Federal,fato
Programas e Aplicativos — Receita Federal,fato
Manual do Sisen - Sistema de Concessão Eletrônica de Isenção de IPI e IOF — Receita Federal,fato
Como abrir Processo Digital para apresentar documentos para Declarações do IRPF em malha fiscal,fato
Serviços da Receita Federal,fato
PER/DCOMP Web — Receita Federal,fato
Destinação na Declaração — Receita Federal,fato
Serviços Digitais — Receita Federal,fato
Rendimentos — Receita Federal,fato
Manual do IRRF — Receita Federal,fato
Carnê-Leão — Receita Federal,fato
Resumo — Receita Federal,fato
Download do Programa DIRF — Receita Federal,fato
Termo de Uso e Política de Privacidade — Receita Federal,fato
Como obter a restituição — Receita Federal,fato
EFD - ICMS IPI — Receita Federal,fato
DIRPF — Receita Federal,fato
Receita Saúde simplifica a vida de milhares de brasileiros e reduz riscos fiscais — Receita Federal,fato
ECD — Receita Federal,fato
Agenda Tributária — Receita Federal,fato
Situações Específicas — Receita Federal,fato
Reforma Tributária: prazo para envio de sugestões é prorrogado — Receita Federal,fato
"Última Live IRPF aborda o tema ""Tributação IBS/CBS em aluguéis"" — Receita Federal",fato
Receita Federal realiza ação de cobrança e incentiva regularização de pendências no Imposto de Renda,fato
Receita Federal e CFC concluem mais um módulo de capacitação sobre Reforma Tributária com grande participação do público,fato
Receita Federal lança novo portal do Sped no gov.br com navegação mais simples e moderna,fato
Receita Federal e Polícia Federal deflagram operação para apurar irregularidades envolvendo servidor público,fato
IRPF 2026 registra recorde de entrega de declarações — Receita Federal,fato
Manual do Sisen - Laudo Médico Eletrônico — Receita Federal,fato
CAFIR - Cadastro de Imóveis Rurais — Receita Federal,fato
Rendimentos do Capital — Receita Federal,fato
Impossibilidade de conexão inicial com atendente — Receita Federal,fato
Cidadão — Receita Federal,fato
Limites da Declaração Online e por App — Receita Federal,fato
Como enviar documentos por e-mail — Receita Federal,fato
Termos e Condições do Meu Imposto de Renda — Receita Federal,fato
Nova regra que limita uso do FGC para atrair investidores começa a valer; entenda o que muda,fato
"Na 12ª semana seguida de alta, mercado eleva estimativa de inflação para 5,09% em 2026",fato
BC publica novas regras para evitar que bancos usem FGC como estratégia para captar recursos,fato
"Rombo das estatais federais soma R$ 5,9 bilhões até abril, bate recorde para o período e supera todo o ano de 2025",fato
"Às vésperas do Desenrola 2.0, em abril, inadimplência com bancos alcançou pico histórico",fato
Cuba vai suspender transações com Visa e Mastercard em meio a sanções dos EUA,fato
"Reformas fiscais significativas são necessárias para que dívida do Brasil tenha firme queda, diz FMI",fato
"BC vai exigir auditoria para autorizar empresas de criptoativos, como bitcoin",fato
"Contas públicas têm superávit de R$ 24,6 bilhões em abril; dívida sobe para 80,4% do PIB",fato
"Lula amplia crédito com taxas favorecidas em terceiro mandato, preocupa BC e pressiona juros",fato
"Dólar cai e fecha a R$ 5,02 com foco no Oriente Médio; Ibovespa recua",fato
"Fazenda vê desaceleração, mas mantém em 2,3% estimativa de alta do PIB em 2026",fato
"Dólar cai e fecha em R$ 5,03, com foco nas negociações entre EUA e Irã; Ibovespa recua",fato
"'Tiro pode sair pela culatra': potencial impacto de classificação de PCC e CV como terroristas sobre políticos e Faria Lima pode prejudicar Flávio, diz professor",fato
"Dólar sobe a R$ 5,04, com guerra no Irã e PIB do Brasil; Ibovespa cai ao menor patamar desde janeiro",fato
Dinheiro esquecido: governo já transferiu parte dos recursos para uso no Desenrola 2.0; brasileiros ainda podem recuperar quase R$ 5 bilhões,fato
Desenrola 2.0: saldo do FGTS disponível pode ser consultado pelo app a partir desta segunda,fato
"'Prévia' do PIB do Banco Central mostra crescimento de 1,3% no 1º trimestre e aceleração da atividade",fato
"Galípolo diz que uso de dinheiro de fraudes do Master 'chama atenção', mas minimiza risco ao sistema financeiro: '3ª divisão'",fato
"Dinheiro esquecido: governo quer usar parte dos R$ 10,5 bilhões deixados em bancos para financiar Desenrola 2.0",fato
"BC aponta R$ 10,6 bilhões em 'dinheiro esquecido' em março; bancos devem repassar nesta terça parte dos recursos ao governo",fato
Senado dos EUA aprova Kevin Warsh como presidente do banco central americano,fato
"Caso Master: após ter detectado 'indícios de vantagens indevidas' a servidores, Banco Central publica novo plano de integridade",fato
"Inflação se afasta da meta, mas Banco Central julga decisão de cortar de juros como 'mais adequada'",fato
'Tarde demais': Trump publica imagem do presidente do banco central dos EUA sendo jogado no lixo,fato
"Dinheiro esquecido: BC revela que ainda há R$ 10,1 bilhões nos bancos; 43,9 milhões de pessoas têm direito",fato
Banco Central dos EUA volta a subir juros,fato
"Banco Central: caderneta de poupança tem saída de R$ 85,6 bilhões em 2025",fato
Galípolo diz que BC não negocia seu mandato e vê Focus como referência para decisões de juros,fato
"Banco Pleno teve trajetória marcada por rebatismo, venda e reestruturações até a liquidação pelo BC",fato
Presidente do Banco Central diz não ver motivos para intervir e tentar conter alta do dólar,fato
"No 5º mês seguido de crescimento, 'prévia do PIB' do Banco Central tem alta de 0,6% em fevereiro",fato
Moedas do Jogos Olímpicos geram fila de compradores no Banco Central,fato
Banco Central da China declara ilegais todas as transações com criptomoedas,fato
Alexandre Tombini deixa o comando do Banco Central,fato
Banco Central determina a liquidação extrajudicial do Banco Master,fato
"Novos diretores do Banco Central, Gabriel Galípolo e Ailton Aquino tomam posse nesta quarta-feira",fato
"Única fora de circulação, moeda original de R$ 1 é negociada a R$ 10",fato
Entidades do setor financeiro divulgam nota em defesa do BC no caso Master,fato
G1 – O mapa da reestruturação do Banco do Brasil,fato
"BC diz que 48,6 milhões de pessoas ainda têm direito a 'dinheiro esquecido' nos bancos; valor total soma R$ 9,73 bilhões",fato
Por que Trump demitiu diretora do Banco Central americano em ação sem precedentes,fato
Selic: por que o Banco Central subiu a taxa de juros e quais são as consequências,fato
Caso Master: presidente do TCU defende distensionar ambiente após suspensão de inspeção no Banco Central,fato
Bolsonaro nomeia presidente e sete diretores para mandatos fixos no Banco Central,fato
"App do Will Bank congela operações, mas ainda mostra cobrança de cartão; veja o que fazer se for cliente",fato
Lula critica independência do Banco Central: 'Bobagem',fato
BC decreta suspensão das atividades do Banco Neon,fato
"Quem é Augusto Lima, dono do Banco Pleno e ex-sócio de Daniel Vorcaro",fato
Economia - Banco Central decreta intervenção no banco BVA,fato
"Banco Central aumenta taxa básica de juros para 6,25% ao ano, maior nível desde julho de 2019",fato
Banco Central diz que guerra exige política de juros restritiva e não dá mais indicações sobre próximos passos,fato
"Lucro dos bancos bate recorde e soma R$ 144 bilhões em 2023, aponta Banco Central",fato
Como hackers norte-coreanos quase roubaram US$ 1 bilhão de banco,fato
"Juro estável em 15% ao ano: antes mesmo de decisão, Banco Central foi defendido por Campos Neto e criticado por Haddad",fato
"Antes cotado para o Banco Central, Guilherme Mello será secretário-executivo do Ministério do Planejamento",fato
"Lula assina nomeação de Gabriel Galípolo como novo presidente do Banco Central, diz Planalto",fato
BC cria sistema para clientes consultarem valores a receber de bancos e instituições financeiras,fato
Banco Central sobe compulsório e retira R$ 61 bilhões da economia,fato
"Banco Central eleva Selic para 15% ao ano, maior patamar desde 2006",fato
"Após caso Master, diretor do Banco Central fala em revisar regras do FGC",fato
Banco Central publica norma para acabar com 'contas-bolsão' usadas pelo crime organizado para lavar dinheiro,fato
Senado aprova indicados do governo Lula para diretorias do Banco Central,fato
"Banco Central se mostra mais preocupado com a inflação, dizem analistas",fato
"Copom reduz a taxa básica de juros da economia, a Selic, de 15% para 14,75% ao ano",fato
TCU confirma autorização de inspeção no Banco Central sobre liquidação do banco Master,fato
Valores a receber: prazo para sacar 'dinheiro esquecido' no sistema do BC termina nesta quarta,fato
Caso Master-BRB: saiba como checar no Banco Central se há dívidas indevidas em seu nome,fato
"BC diz que 48,7 milhões de pessoas ainda têm 'dinheiro esquecido' nos bancos; valor total soma R$ 9,9 bilhões",fato
Valores a receber: BC diz que ainda há R$ 10 bilhões esquecidos nos bancos; veja como consultar e sacar valores,fato
Banco Central decreta liquidação extrajudicial de instituições do conglomerado Entrepay,fato
"Para aumentar segurança e coibir fraudes, Banco Central regulamenta prestação de serviços financeiros",fato
"Quem é Diogo Guillen, ex-diretor do BC que assume a chefia econômica do Itaú",fato
"Valores a receber: ainda há R$ 9,1 bilhões esquecidos nos bancos; veja como consultar e sacar valores",fato
"No 2º mês seguido de tombo, 'prévia do PIB' do Banco Central tem retração de 0,2% em outubro",fato
WhatsApp pede aval para Banco Central para ser 'iniciador de pagamentos',fato
"Com mercado financeiro dividido, Banco Central pode interromper ciclo de alta dos juros nesta quarta",fato
Banco Central implementa segunda fase do open banking nesta sexta,fato
"Banco Central aumenta taxa de juros para 7,75% ao ano, maior patamar desde 2017",fato
Lula volta a cobrar que o Banco Central baixe os juros,fato
"Mercado financeiro eleva previsão da inflação para 5,09% este ano",fato
BC regulamenta regras do CMN para limitar uso do FGC por bancos,fato
BC exigirá auditoria independente de empresas de cripto,fato
BRB adia divulgação de balanço após acordo de socorro com a União,fato
BRB muda regras e permite aportes parciais para aumento de capital,fato
União e GDF fecham acordo para viabilizar empréstimo ao BRB,fato
"Entenda operação de até R$ 6,5 bilhões para socorrer BRB",fato
"Contas públicas têm superávit primário de R$ 24,6 bilhões em abril",fato
União e Distrito Federal chegam a acordo para socorrer BRB,fato
"Mercado financeiro aumenta projeção da inflação de 2026 para 5,09%",fato
"Dólar sobe para R$ 5,06; bolsa cai com IPCA-15 e recuo do petróleo",fato
"FMI destaca resiliência da economia brasileira e projeta PIB de 2,5%",fato
"Dólar cai para R$ 5,03 com alívio geopolítico e foco nos EUA",fato
Caixa conclui pagamento da parcela de maio do Bolsa Família,fato
Lula pede a Durigan que avalie possíveis prejuízos de medidas dos EUA,fato
João Fonseca derrota Casper Ruud e vai às quartas de Roland Garros,fato
Brasileirão Feminino Sub-20: TV Brasil transmite Flamengo X São Paulo,fato
"Em cinco dias, dois PMs do Rio morrem com tiros de fuzil na cabeça",fato
Homicídios dolosos e estupros aumentam no estado de São Paulo,fato
TSE marca para 2 de junho julgamento de recurso de Claudio Castro,fato
Lula sanciona lei que cria Universidade Federal Indígena,fato
"Bolsa tem pior mês desde 2023, e dólar sobe 1,82% em maio",fato
Mendes pede vista e suspende julgamento sobre Lei da Ficha Limpa,fato
"Dívida Pública sobe 1,91% em abril e encosta em R$ 8,8 trilhões",fato
Durigan diz que União negocia acordo para permitir empréstimo ao BRB,fato
"Mercado eleva previsão da inflação para 5,04% este ano",fato
"Caso Master não colocou em risco sistema financeiro, diz Banco Central",fato
Senado adia votação da PEC que dá autonomia financeira ao BC,fato
"Mercado projeta inflação de 4,92% em 2026",fato
Galípolo descreve ação do Master que chamou atenção do Banco Central,fato
"Dinheiro de clientes do Master migrou para bancos maiores, informa BC",fato
Galípolo diz que suposta ligação entre servidores e Master abalou BC,fato
Pedido de vista adia votação de autonomia financeira do Banco Central,fato
Economistas avaliam que cortes na Selic vão depender da guerra no Irã,fato
"Morre o economista Chico Lopes, ex-Banco Central e criador do Copom",fato
Mercado financeiro espera queda de juros mais lenta em 2026,fato
"Copom reduz Selic para 14,5% e indica cautela nos cortes",fato
Copom adota cautela por tensões globais e expectativa da inflação,fato
Banco Central desiste de recurso contra inspeção do TCU no caso Master,fato
Banco Central prevê inflação acima de 5% no fim de 2025,fato
"Banco Central recebe mais de 2,7 mil reclamações contra instituições financeiras",fato
Banco Central prevê inflação abaixo do piso da meta este ano,fato
"Sigilo de oito anos para liquidação do Master é regra, diz Galípolo",fato
Contas públicas têm superávit de R$ 103 bilhões em janeiro,fato
Banco Central decreta liquidação extrajudicial de braço do Master,fato
Campos Neto toma posse como presidente do Banco Central,fato
C6 Bank é a instituição que mais tem reclamações no Banco Central,fato
Bolsonaro nomeia presidente e diretores do BC para mandatos fixos,fato
"Juros para famílias e empresas sobem em janeiro, diz Banco Central",fato
Banco Central anuncia lançamento da nota de R$ 200,fato
BC liquida Reag ligada às suspeitas de fraude no Banco Master,fato
"Para Galípolo, solução para crise do BRB depende do governo do DF",fato
Entenda as liquidações do Banco Master e da Reag,fato
"BC decreta liquidação do Banco Pleno, presidido por ex-sócio do Master",fato
"BC concorda com inspeção sobre Banco Master, diz presidente do TCU",fato
"Contas externas têm saldo negativo de US$ 68,8 bilhões em 2025",fato
Copom se reúne nesta quarta com petróleo sob pressão da guerra,fato
"Dólar cai para R$ 4,97 após decisão de Banco Central americano",fato
Copom decide nesta quarta se mantém Taxa Selic em 15% ao ano,fato
Traficante investigado por assalto ao Banco Central é preso na Bahia,fato
"Atividade econômica no RS recua 9% em maio, estima Banco Central",fato
Banco Central apresenta projetos de inovação financeira,fato
Banco Central obriga bloqueio de transações suspeitas de fraude,fato
Banco Central americano reduz juros para perto de zero,fato
Gabriel Galípolo sobre a taxa de juros: momento é de “calibragem”,fato
Juros do crédito pessoal e cartão rotativo avançam para as famílias,fato
Usuários podem utilizar nome social para acessar serviços do BC,fato
"Saldo da poupança atinge 1 trilhão de reais, aponta Banco Central",fato
Bancos deverão compartilhar dados para prevenção de golpes e fraudes,fato
Servidores do Banco Central confirmam fim da greve,fato
"Em decisão unânime, Copom mantém taxa básica de juros em 15% ao ano",fato
"Banco Central revela que US$ 44,7 bilhões saíram do Brasil em 2019",fato
Prédio do Banco Central,fato
Ferramenta do BC supera 100 milhões de relatórios de dados financeiros,fato
Taxas médias de juros ficam estáveis em junho,fato
Banco Central lança moeda comemorativa de R$ 1 pelos 60 anos do órgão,fato
Sancionada lei que muda relação financeira entre BC e Tesouro,fato
Fim do Master: trabalhadores e 12 milhões de clientes serão afetados,fato
"Copom mantém juros básicos da economia em 13,75% ao ano",fato
Banco Central autoriza financeiras a emitir LCI,fato
IBC-Br: prévia do PIB tem quarto mês seguido de crescimento,fato
"PEC promove ""privatização"" do BC e pode ter custo fiscal ao país",fato
Como pedir a restituição — Receita Federal,fato
Tributação do não residente — Receita Federal,fato
Tabelas para conversão de dólar em 2025 — Receita Federal,fato
Instituições autorizadas a operar com ouro devem utilizar a NF-e Ouro Ativo Financeiro — Receita Federal,fato
"Taxas de câmbio, incluindo valor do dólar, para fins fiscais — Receita Federal",fato
Manual da DME,fato
Tabelas para conversão de dólar em 2023 — Receita Federal,fato
Instituição Financeira — Receita Federal,fato
MinutaDecripto.docx - Portal Gov.br,fato
Moeda Corrente — Receita Federal,fato
PERGUNTAS E RESPOSTAS RERCT-GERAL O que é o Regime Especial de Regularização Geral de Bens Cambial e Tributária — RERCT-Ge,fato
e-DMOV (saída do País de moeda e ouro ativo financeiro ou instrumento cambial) — Receita Federal,fato
"001 Quais são os contribuintes da Contribuição para o PIS/Pasep, incidente sobre Receitas Governamentais?",fato
"RFB atualiza regulamentação de criptoativos para adaptá-la ao padrão internacional CARF da OCDE – IN RFB nº 2.291, de 14 de novembro de 2025 — Receita Federal",fato
Receita Federal publica norma ampliando a transparência e identificação dos beneficiários finais em fundos de investimento e estruturas societárias,fato
Receita Federal esclarece sobre declaração de operações com criptoativos,fato
Eventos do Patrimônio — Receita Federal,fato
Luiz Fernando Gusmão Wellisch — Receita Federal,fato
"Nota Cetad/Coest nº 029, de 04 de março de 2022. Interessado: Gabinete da Secretaria Especial da Receita Federal do Brasil. A",fato
Portaria permite envio de informações de RMF pela via digital — Receita Federal,fato
Orientações para Pessoa Jurídica Domiciliada no Exterior — Receita Federal,fato
Como receber a restituição de um contribuinte falecido? — Receita Federal,fato
Edital de Credenciamento - CONTA VINCULADA,fato
SEI/MGI - 48781652 - Contrato - Serv Tecn Inform e Comunic,fato
RETIFICAÇÃO EDITAL 1,fato
Receita Federal intercepta esmeraldas em encomenda postal,fato
Cheques e Cheques de Viagem (Traveller Checks) — Receita Federal,fato
Capítulo XVII - Sociedades Cooperativas 2017,fato
Capítulo XXV - Contribuição para o PIS-Pasep incidente sobre Receitas Governamentais 2016,fato
2.1.7.3.2 Fiança idônea — Receita Federal,fato
Consulta Pública RFB nº 08-2017,fato
1 Natureza e Requisitos,fato
"Calculadora de Renda Variável facilita e incentiva investimentos no mercado financeiro, diz Haddad — Receita Federal",fato
NF-e Ouro Ativo Financeiro ganha consulta pública e possibilidade de geração de documento auxiliar,fato
Sistema Integrado de Comércio Exterior - Siscomex — Receita Federal,fato
Apresentação do PowerPoint,fato
"NOTA CETAD/COEST nº 079, de 07 de junho de 2023. Assunto: Altera a legislação sobre debêntures de infraestrutura. SUMÁRIO",fato
"Nota CETAD/COEST nº 011, de 20 de janeiro de 2022. Interessado",fato
Capítulo XVII - Sociedades Cooperativas 2020,fato
MF - Manual Imposto na Fonte 07.04.05indd.indd,fato
Capítulo XVII - Sociedades Cooperativas,fato
Capítulo XVII - Sociedades Cooperativas 2021,fato
Nota Fiscal Eletrônica do Ouro Ativo Financeiro (NF-e Ouro Ativo Financeiro),fato
Dia 10/02/2026 — Receita Federal,fato
Perdimento de Moedas — Receita Federal,fato
Contribuição Social sobre o Lucro Líquido CSLL — Receita Federal,fato
"Decreto nº 354, de 2 de dezembro de 1991 — Receita Federal",fato
Receita Federal ajusta norma sobre perdas em créditos e cálculo dos juros sobre capital próprio,fato
Scanned Document,fato
MINISTÉRIO DA FAZENDA SECRETARIA DA RECEITA FEDERAL DO BRASIL,fato
FATO GERADOR,fato
Contrato RFB-Copol nº 17 Banco CITIBANK,fato
Operação Niflheim: Receita Federal e Polícia Federal deflagram operação contra fraudes com criptomoedas,fato
Contrato RFB nº 47 - 2021_docx,fato
Receita Federal divulga prazo para envio da DITR 2022,fato
Receita Federal divulga prazo e regras para envio da DITR 2023,fato
MANUAL DE PREENCHIMENTO DO LIVRO CAIXA DIGITAL DO PRODUTOR RURAL (LCDPR),fato
"NOTA CETAD/COEST nº 38, de 14 de março de 2022. Assunto",fato
1964 A 1967 - A Reforma Tributária — Receita Federal,fato
1 Preço de Transferência,fato
Mafon 2006,fato
"NOTA CETAD/COEST nº 196, de 13 de dezembro de 2023. Assunto: Lei nº 14.754/2023 – Dispõe sobre a tributação de aplicaç",fato
Crédito Presumido Provisões para Créditos de Liquidação Duvidosa — Receita Federal,fato
PREGÃO ELETRÔNICO,fato
Dia 10/06/2026 — Receita Federal,fato
Dercat - Perguntas e Respostas — Receita Federal,fato
"Portaria MF nº 140, de 10 de julho de 2008 — Receita Federal",fato
Lucro Real,fato
NOTAS EXPLICATIVAS,fato
Apresentação da Declaração do Imposto sobre a Propriedade Territorial Rural 2024 começa em 12 de agosto,fato
Revisão da Estimativa via Processo Digital — Receita Federal,fato
Antônio Augusto de Mesquita Neto — Receita Federal,fato
Relatєrio de Pesquisa de Preчos - Juliana_docx,fato
